Node,Importance Score,%
367,0.0023879093310463706,0.23879093310463706
249,0.002184494405178108,0.2184494405178108
145,0.002055113931637555,0.20551139316375552
264,0.001998988211518523,0.19989882115185229
266,0.0019636118513057994,0.19636118513057993
123,0.0018635872013532057,0.18635872013532057
127,0.0018606188129453437,0.18606188129453438
122,0.0018534004544030827,0.18534004544030827
1317,0.0018437261679792286,0.18437261679792286
5,0.00183127270768384,0.183127270768384
251,0.0017823292658791384,0.17823292658791384
427,0.0017674663163277256,0.17674663163277257
149,0.0016579663161738695,0.16579663161738695
176,0.001622957858275477,0.1622957858275477
353,0.0015965971767223865,0.15965971767223863
390,0.0015899632728500976,0.15899632728500976
559,0.0015727850945035367,0.15727850945035365
124,0.001569418990941644,0.1569418990941644
4,0.0015483707087903804,0.15483707087903803
7,0.0015012538942755325,0.15012538942755324
177,0.0014871522416883436,0.14871522416883437
146,0.0014750123927345334,0.14750123927345335
424,0.0014346105941963035,0.14346105941963036
368,0.0014307234499882154,0.14307234499882154
3,0.0014213640982537344,0.14213640982537343
422,0.001394135710140053,0.1394135710140053
147,0.0013830144618722257,0.13830144618722257
143,0.0013504750196356077,0.13504750196356077
248,0.001348416429238587,0.1348416429238587
369,0.0013440295288170694,0.13440295288170695
125,0.0013204147865421385,0.13204147865421384
144,0.0013133670566757032,0.1313367056675703
128,0.0013124298010659676,0.13124298010659677
754,0.001285684873897404,0.1285684873897404
8,0.0012610333310946944,0.12610333310946945
247,0.0012608392023281696,0.12608392023281695
126,0.0012431231667754993,0.12431231667754992
179,0.001238340463519728,0.12383404635197279
175,0.0012350083588674688,0.12350083588674689
121,0.0012095597401829393,0.12095597401829393
2018,0.0012033242715131446,0.12033242715131447
9,0.0012015448107259683,0.12015448107259682
174,0.0011866832751156564,0.11866832751156564
352,0.0011843674288865146,0.11843674288865146
250,0.0011728084337604193,0.11728084337604193
667,0.0011493609058067823,0.11493609058067823
856,0.001130654743095791,0.11306547430957911
252,0.0011221365263556448,0.11221365263556447
1245,0.0011036819491142596,0.11036819491142597
148,0.0010740950284809133,0.10740950284809134
246,0.001068795759672115,0.1068795759672115
666,0.0010606099068353036,0.10606099068353037
762,0.0009898844359161102,0.09898844359161102
129,0.0009579114536047128,0.09579114536047129
2001,0.000947320914285288,0.0947320914285288
423,0.0009434725751118038,0.09434725751118038
265,0.0009302401489192859,0.09302401489192859
717,0.0009104854220985166,0.09104854220985166
697,0.0007781175732754876,0.07781175732754876
180,0.0007472236280719706,0.07472236280719706
238,0.0007374905466915214,0.07374905466915214
1956,0.0006470364881755946,0.06470364881755945
426,0.0006455082580605344,0.06455082580605344
753,0.0006446490605962519,0.0644649060596252
1246,0.0006361761195816691,0.06361761195816691
946,0.000627965953375149,0.0627965953375149
17,0.0006193710268281546,0.06193710268281546
586,0.0006087451284677182,0.06087451284677182
2414,0.0005992339394611969,0.05992339394611969
718,0.0005461422182212117,0.054614221822121174
947,0.0005410877979665019,0.054108779796650186
31,0.0005265286653732461,0.052652866537324615
351,0.0005153179640015247,0.05153179640015247
2098,0.0005063549433495736,0.05063549433495736
152,0.0004999696639621065,0.04999696639621065
698,0.0004818741897122116,0.04818741897122116
1056,0.00047757077507160897,0.0477570775071609
1903,0.0004772840700887391,0.04772840700887391
1022,0.0004768047383998797,0.04768047383998797
1787,0.0004745172177393514,0.04745172177393514
2377,0.0004736572590603394,0.04736572590603394
558,0.00047335847036527836,0.04733584703652784
1511,0.00047121348928254325,0.04712134892825433
503,0.00046753878490535803,0.046753878490535805
285,0.00046229255087024547,0.046229255087024544
755,0.00045912735218683025,0.045912735218683026
983,0.0004543545336871489,0.04543545336871489
700,0.00044919320389721174,0.04491932038972118
554,0.0004484395936078191,0.044843959360781914
1227,0.00044151568068067715,0.04415156806806771
823,0.00044042267295532666,0.044042267295532664
3109,0.0004370743930699345,0.043707439306993445
3149,0.00043679321708438285,0.04367932170843829
261,0.0004322879344573008,0.04322879344573008
1036,0.000429546400695537,0.042954640069553705
788,0.00042496854484532046,0.04249685448453205
219,0.00042476387440749654,0.042476387440749656
731,0.0004247440042411398,0.042474400424113976
695,0.00041395900661695876,0.04139590066169588
2064,0.00041209119797888297,0.0412091197978883
1842,0.0004082736943198469,0.04082736943198469
942,0.000406989781930904,0.0406989781930904
478,0.0004053886931064764,0.040538869310647645
2579,0.0004048812402027458,0.04048812402027458
2254,0.00039816686129828105,0.039816686129828104
1591,0.00039349148952477184,0.03934914895247718
38,0.0003933144835166395,0.03933144835166395
3301,0.0003907545763127626,0.03907545763127626
3551,0.0003891889204899267,0.03891889204899267
2059,0.00038537943277650033,0.03853794327765003
3981,0.0003846886774449822,0.038468867744498224
921,0.0003844739187379461,0.03844739187379461
962,0.00038288376179373393,0.03828837617937339
2338,0.0003824764500722958,0.03824764500722958
612,0.00038074582752243533,0.038074582752243534
376,0.0003806346468380323,0.03806346468380323
2077,0.0003796025175752746,0.037960251757527465
1067,0.000377038775578832,0.0377038775578832
852,0.00037569098798017784,0.037569098798017786
870,0.00037552793891995915,0.037552793891995916
1050,0.0003733760823409676,0.037337608234096764
1021,0.0003716791273691461,0.03716791273691461
837,0.0003714511530291055,0.03714511530291055
813,0.00037003466712538785,0.037003466712538784
2086,0.00036978524307881275,0.036978524307881275
1001,0.0003690547263076901,0.03690547263076901
2194,0.0003655571289878185,0.03655571289878185
3813,0.0003654457584535088,0.03654457584535088
2042,0.00036270486615368614,0.036270486615368615
491,0.0003612022764256476,0.036120227642564756
1412,0.0003611058235403638,0.03611058235403638
1064,0.0003609847976476496,0.03609847976476496
2074,0.0003609224896237269,0.03609224896237269
2975,0.0003608964152950793,0.03608964152950793
924,0.000360650954228746,0.0360650954228746
3218,0.0003594682543377145,0.03594682543377145
2214,0.00035669080337187743,0.03566908033718774
1575,0.000356384332454327,0.0356384332454327
1451,0.0003558569837920561,0.03558569837920561
1087,0.0003544688289267007,0.03544688289267007
1608,0.0003521469200985894,0.03521469200985894
840,0.0003489621274111497,0.03489621274111497
260,0.0003487862138314742,0.03487862138314742
5338,0.00034810184837978913,0.034810184837978916
1157,0.000346338348277225,0.0346338348277225
200,0.00034567670606302944,0.03456767060630295
2707,0.0003452419458280823,0.034524194582808226
4170,0.00034393774009474124,0.034393774009474125
2017,0.0003435918018231422,0.03435918018231422
1860,0.00034326315692746886,0.034326315692746884
892,0.0003427821643953504,0.03427821643953504
108,0.00034194580372340464,0.034194580372340466
2207,0.00034179128116421,0.034179128116421
1980,0.0003417765453862742,0.03417765453862742
113,0.0003414769466390328,0.03414769466390328
3497,0.0003409556257022877,0.03409556257022877
363,0.0003408786966949376,0.03408786966949376
2193,0.0003400248811586972,0.03400248811586972
459,0.0003393444479741215,0.03393444479741215
133,0.0003382206720876447,0.03382206720876447
513,0.000337684975344042,0.0337684975344042
1867,0.00033705074839359523,0.03370507483935952
1800,0.0003352738278283224,0.03352738278283224
585,0.0003352519922528364,0.03352519922528364
222,0.00033523786524017503,0.0335237865240175
57,0.0003338022809405951,0.03338022809405951
3849,0.0003337275981442601,0.033372759814426015
1900,0.0003329119297353277,0.03329119297353277
584,0.00033287218356771214,0.03328721835677122
2383,0.00033197868870831474,0.033197868870831475
1023,0.00033042632998130767,0.03304263299813077
2652,0.0003284577444081271,0.03284577444081271
1688,0.0003272723427819015,0.032727234278190145
822,0.0003258742595039386,0.032587425950393864
5566,0.0003258495200984046,0.032584952009840455
873,0.00032560607948875487,0.032560607948875483
940,0.00032539325621084854,0.03253932562108485
132,0.0003240440348551524,0.03240440348551524
1539,0.0003234750809016335,0.03234750809016335
1983,0.0003226148126354456,0.032261481263544556
2538,0.00032136950236675763,0.03213695023667576
5157,0.0003206930286185541,0.03206930286185541
2322,0.0003204786239521425,0.032047862395214254
63,0.0003197271057081861,0.03197271057081861
1749,0.00031932704993551476,0.031932704993551476
2060,0.00031916388384654475,0.03191638838465447
1947,0.0003189929224076225,0.031899292240762246
3105,0.00031858379570465196,0.031858379570465195
665,0.00031808468072706846,0.03180846807270685
114,0.0003174858021088126,0.031748580210881255
2411,0.0003174438576508682,0.03174438576508682
1728,0.00031683861642533694,0.031683861642533694
326,0.0003160234493528551,0.031602344935285506
918,0.00031505396780687986,0.031505396780687984
1509,0.00031448510855904124,0.031448510855904124
756,0.00031333879530357004,0.031333879530357
1766,0.00031330171562010586,0.03133017156201059
10,0.00031197795011072833,0.031197795011072834
442,0.00031195273836918144,0.031195273836918145
2787,0.00031157165207108096,0.031157165207108095
2440,0.00031125305605322743,0.031125305605322742
2226,0.00030967180687726766,0.030967180687726765
2227,0.0003082500426703356,0.03082500426703356
5209,0.00030765608125086786,0.030765608125086785
23,0.00030747877263582427,0.030747877263582427
568,0.00030747228723471435,0.030747228723471437
2881,0.0003068063762621087,0.03068063762621087
1097,0.00030662754162707475,0.030662754162707476
881,0.0003059822575297649,0.030598225752976486
2563,0.00030592770086731595,0.030592770086731596
820,0.0003058278427310881,0.030582784273108808
391,0.00030557467120575723,0.030557467120575724
3166,0.0003048252459868427,0.03048252459868427
2071,0.0003045273934923402,0.03045273934923402
2061,0.00030446480183877805,0.030446480183877807
4854,0.0003034297945365699,0.030342979453656993
377,0.0003029774987637627,0.030297749876376272
658,0.0003021122214987732,0.030211222149877322
534,0.00030190005309474943,0.030190005309474945
2218,0.000300704694526903,0.0300704694526903
2397,0.0003006379507995673,0.03006379507995673
158,0.00030031097104171235,0.030031097104171234
2058,0.00030023699267717397,0.030023699267717398
2228,0.0002991426818320679,0.029914268183206787
1812,0.0002982620784670711,0.02982620784670711
3002,0.0002978713224644471,0.02978713224644471
2394,0.0002971301072213691,0.02971301072213691
255,0.00029662870185050074,0.029662870185050073
1534,0.00029631682141935666,0.029631682141935668
776,0.00029594726017824556,0.029594726017824556
2362,0.0002959166834061113,0.029591668340611128
1217,0.0002958901787015662,0.029589017870156616
2399,0.0002954338480341277,0.02954338480341277
520,0.000295375788685097,0.0295375788685097
894,0.00029537574063969916,0.029537574063969917
997,0.0002952656811667071,0.02952656811667071
1896,0.000294159496059795,0.029415949605979503
2184,0.00029381675528450624,0.029381675528450623
552,0.0002935404538821482,0.02935404538821482
2015,0.0002932314425791505,0.02932314425791505
3029,0.00029203537069186745,0.029203537069186745
2594,0.00029171948382892166,0.029171948382892166
